'aeneid'	?:'Aeneis'
polyp	?:Polyp
polype	?:Polyp
polypeptide	?:Polypeptid
polypeptides	?:Polypeptide
polypes	?:Polypen
polyphagous	?:nicht auf bestimmte Arten spezialisiert
polypharmacy	?:kritiklose Medikamentenanwendung
polyphase	?:mehrphasig
polyphaser	?:Mehrphasen-Welchselstrom
polyphenoloxidase	?:Polyphenoloxidase
polyphlyetic	?:polyphyletisch
polyphonic	?:polyphon
polyphony	?:Polyphonie
polyphosphate	?:Polyphosphat
polypionia	?:Adipositas
polyplasmia	?:Blutplasmaüberschuss
polyploidy	?:Polyploidie
polypnoea	?:beschleunigte Atmung
polypodies	?:Tüpfelfarne
polyposis	?:Polypose
polypragmasy	?:kritiklose Medikamentenanwendung
polypropylene	?:Polypropylen
polyps	?:Polypen
polyptoton	?:Wiederholung eines Wortes in verschiedenen Formen
polyptychial	?:mehrschichtig
polyrhythm	?:Polyrhythmus
polysaccharide	?:Vielfachzucker
polysclerosis	?:multiple Sklerose
polysemous	?:mehrdeutig
polysemy	?:Mehrdeutigkeit
polystyrene	?:Styropor
polysyllabic	?:mehrsilbig
polysyllable	?:vielsilbiges Wort
polytechnic	?:Fachhochschule
polytechnics	?:Fachhochschulen
polytetrafluoroethylene	?:Polytetrafluorethylen
polytheism	?:Polytheismus
polytheist	?:Polytheist
polytheists	?:Polytheisten
polythene	?:Polyethylen
polytherapy	?:Polytherapie
polytope	?:Polytop
polytypic	?:polytypisch
polyunsaturate	?:mehrfach ungesättigte Fettsäure
polyunsaturated	?:mehrfach ungesättigt
polyurethane	?:Polyurethan
polyuria	?:Polyurie
polyvalence	?:Mehrwertigkeit
polyvalent	?:mehrwertig
pom-pom	?:Maschinenkanone
pom-pon	?:Bommelmütze
pomace	?:Treber
pomade	?:Pomade
pomaded	?:pomadig
pomander	?:Bisamapfel
pomarrosa	?:Rosenapfel
pomegranate	?:Granatapfel
pomegranates	?:Granatäpfel
pomelo	?:Pampelmuse
pomelos	?:Pampelmusen
pomerania	?:Pommern
pomeranian	?:Spitz
pomeranians	?:Spitze
pomfrets	?:Seebrassen
pommel	?:Knopf
pommelled	?:mit den Fäusten bearbeitet
pommelling	?:eintrommelnd
pommels	?:Knöpfe
pommie	?:Inselaffe
pommy	?:Inselaffe
pomology	?:Obstbaukunde
pomologíst	?:Obstbaufachmann
pomologísts	?:Obstbaufachmänner
pomp	?:Pomp
pompadour	?:Rockabilly-Frisur f
pompeii	?:Pompeji
pompier	?:Fensterleiter
pompom	?:Bommel
pompoms	?:Quasten
pompon	?:Quaste
pompons	?:Quasten
pomposity	?:Schwülstigkeit
pompous	?:geschwollen
pompously	?:prunkvoll
pompousness	?:Pomphaftigkeit
ponce	?:Louis
ponces	?:Louise
poncey	?:affektiert
poncho	?:Umhang
poncing	?:Zuhälterei
poncy	?:affektiert
pond	?:Teich
pondage	?:Rückhaltung
ponderability	?:Wägbarkeit
ponderable	?:spürbar
pondered	?:dachte an
pondering	?:überlegend
ponderous	?:schwerfällig
ponderously	?:schwerfällig
ponderousness	?:Schwerfälligkeit
ponders	?:denkt an
pondlet	?:kleiner natürlicher See
ponds	?:Weiher
pondweeds	?:Laichkrautgewächse
pong	?:Gestank
ponga	?:Silberfarn
ponged	?:gestunken
pongee	?:Japanseide
ponging	?:stinkend
pongy	?:stinkend
poniard	?:Dolch
ponies	?:Ponys
ponor	?:Schlundloch
pons	?:Brücke
pontiac	?:Pontiac
pontian	?:Pont
pontic	?:euxinisch
pontie	?:Anfangeisen
pontiff	?:Papst
pontiffs	?:Hohepriester
pontifical	?:Papst…
pontifically	?:priesterlich
pontificals	?:Pontifikalien
pontificate	?:Amtszeit des Papstes
pontificated	?:doziert
pontificating	?:dozierend
pontification	?:dogmatische Thesen
pontil	?:Anfangeisen
pontile	?:zur Brücke gehörig
pontine	?:zur Brücke gehörig
pontoon	?:Ponton
pontoons	?:Pontons
pony	?:Pony
ponytail	?:Pferdeschwanz
poo	?:groß machen
pooch	?:Hündchen
pooches	?:Hündchen
poodle	?:Pudel
poodles	?:Pudel
poof	?:Schwule
poofter	?:Schwule
poofy	?:warm
pooh	?:puh
pooh-sticks	?:Pu-Stöckchen
pool	?:Einsatz
pooled	?:gemeinsam genutzt
pooling	?:zusammenlegend
poolroom	?:Billardzimmer
poolrooms	?:Billardzimmer
pools	?:Lachen
poolside	?:Schwimmbeckenrand
poona	?:Pune
poop	?:Scheiße
pooped	?:alle
poops	?:Tore
poopy	?:bekackt
poor	?:schlecht
poor-box	?:Almosenbüchse
poor-me-ones	?:Tagschläfer
poorer	?:ärmer
poorest	?:am ärmsten
poorface	?:Armut-Spielen
poorhouse	?:Armenhaus
poorhouses	?:Armenhäuser
poorly	?:arm
poorness	?:Armut
poove	?:Schwule
pop	?:Papa
pop-concert	?:Popkonzert
pop-shooting	?:Stückeschießen
popcorn	?:Popcorn
pope	?:Was denn sonst?
pope-maker	?:Papstmacher
popes	?:Päpste
popgun	?:Kindergewehr
popinjay	?:Beau
popinjays	?:feine Pinkel
poplars	?:Pappeln
poplin	?:Popelin
popped	?:holte heraus
popper	?:Druckknopf
poppers	?:Druckknöpfe
poppet	?:Süße
poppets	?:Reitstöcke
popping	?:hervorholend
poppy	?:Papa
poppy-like	?:mohnartig
poppycock	?:Käse
pops	?:holt heraus
popular	?:Volk…
popularisation	?:Popularisierung
popularise	?:popularisieren
popularised	?:popularisiert
popularises	?:popularisiert
popularising	?:popularisierend
popularity	?:Beliebtheit
popularization	?:Popularisierung
popularize	?:popularisieren
popularized	?:popularisiert
popularizes	?:popularisiert
popularizing	?:popularisierend
popularly	?:allgemein
populate	?:sich (mit Daten) füllen
populated	?:bewohnt
populates	?:bewohnt
populating	?:besiedelnd
population	?:Bevölkerung
population-based	?:bevölkerungsbezogen
populism	?:Populismus
populist	?:populistisch
populists	?:Populisten
populous	?:dicht besiedelt
populousness	?:Bevölkerungsdichte
porbeagle	?:Heringshai
porcelain	?:Porzellan
porcelain-like	?:porzellanartig
porch	?:Veranda
porches	?:Veranden
porcine	?:Schweine…
porcini	?:Steinpilze
porcino	?:Fichten-Steinpilz
porcupine	?:Kämmwalze
porcupines	?:Stachelschweine
pore	?:Pore
pored	?:sich Gedanken gemacht
porencephaly	?:Porenzephalie
pores	?:Poren
porge	?:purgieren
porged	?:purgiert
porgies	?:Meerbrassen
porging	?:purgierend
poring	?:sinnierend
pork	?:Schweinefleisch
porker	?:Mastschwein
porkers	?:Mastschweine
porkier	?:fetter
porkies	?:Baumstachler
porkiest	?:am fettesten
porkily	?:fett
porkling	?:junges Schwein
porkpie	?:Schweinefleischpastete
porky	?:fett
porn	?:Porno…
pornographer	?:Pornograph
pornographic	?:pornografisch
pornographically	?:pornografisch
pornography	?:Pornografie
porosimetry	?:Porosimetrie
porosity	?:Durchlässigkeit
porous	?:durchlässig
porously	?:porös
porousness	?:Durchlässigkeit
porphyrite	?:Porphyrit
porphyritic	?:porphyrisch
porphyroblast	?:Porphyroblast
porphyroblastic	?:porphyroblastisch
porphyry	?:Porphyr
porpoises	?:Tümmler
porpoising	?:Springen
porridge	?:Brei
porringer	?:Napf
porringers	?:Suppennäpfe
port	?:Anschluss
port-a-cath	?:Port
port-au-prince	?:Port-au-Prince
port-of-spain	?:Port-of-Spain
port-side	?:Backbord
port-vila	?:Port-Vila
portability	?:Beweglichkeit
portable	?:tragbar
portably	?:tragbar
portafilter	?:Siebträger
portage	?:Portage
portaging	?:Portage
portainer	?:Containerkran
portajohn	?:„Dixi-Klo“
portakabin	?:Baucontainer
portal	?:Portal
portaloo	?:„Dixi-Klo“
portals	?:Portale
portamenti	?:Portamentos
portamento	?:Portamento
portcullis	?:Fallgatter
porte-cochère	?:überdachte Durchfahrt
ported	?:portiert
portended	?:angekündigt
portending	?:hindeutend
portent	?:Vorzeichen
portentous	?:unglaublich
portentously	?:unheilvoll
portentousness	?:Ungeheuerlichkeit
porter	?:Träger
porterage	?:Transport
porterhouse	?:Speisehaus
porterhouses	?:Speisehäuser
porters	?:Träger
portfolio	?:Depot
portfolios	?:Depots
porthole	?:Bullauge
portholes	?:Bullaugen
portica	?:Säulenhallen
portico	?:Säulenhalle
porticoed	?:mit Säulengang versehen
porticos	?:Säulenhallen
porticus	?:Säulenhalle
porting	?:Portierung
portion	?:Teil
portioned	?:verteilt
portioning	?:aufteilend
portions	?:Teil
portland	?:Portland
portlandian	?:Portland
portlet	?:Komponenten einer Benutzeroberfläche
portliner	?:Portliner
portliness	?:Würde
portly	?:würdevoll
portmanteau	?:Kontamination
portmanteaux	?:Kontaminationen
porto	?:Porto
porto-novo	?:Porto-Novo
portrait	?:Porträt
portraitist	?:Porträtmaler
portraitists	?:Porträtmaler
portraits	?:Porträts
portraiture	?:Porträtmalerei
portray	?:wiedergeben
portrayal	?:Darstellung
portrayed	?:dargestellt
portrayer	?:Porträtmaler
portrayers	?:Porträtmaler
portraying	?:darstellend
portrays	?:porträtiert
ports	?:Häfen
portugal	?:Portugal
portuguese	?:portugiesisch
portugueses	?:Portugiesen
pory	?:porös
pose	?:Haltung
posed	?:dargestellt
poseidon	?:Poseidon
poser	?:Modell
posers	?:Modelle
poseur	?:Blender
poseurs	?:Blender
posh	?:fein
poshly	?:todschick
poshness	?:Eleganz
posies	?:Mottos
posing	?:Angabe
posiomania	?:periodische Trunksucht
posit	?:Postulat
posited	?:behauptet
positing	?:postulierend
position	?:Arbeit
position-dependent	?:ortsabhängig
positional	?:Stellungs…
positioned	?:stellte auf
positioning	?:Platzierung
positionings	?:Marktpositionen
positions	?:Stellen
positive	?:Positiv
positive-locking	?:formschlüssig
positively	?:positiv
positiveness	?:Hartnäckigkeit
positivism	?:Positivismus
positivist	?:Positivist
positivistic	?:positivistisch
positivists	?:Positivisten
positivity	?:positive Einstellung
positron	?:Positron
positrons	?:Positronen
posits	?:postuliert
posology	?:Posologie
posse	?:Gruppe
posses	?:Gruppen
possess	?:beherrschen
possessed	?:gehabt
possessing	?:habend
possession	?:Besitz
possessions	?:Habe
possessive	?:besitzergreifend
possessively	?:besitzgierig
possessiveness	?:Besitzgier
possessor	?:Besitzer
possessors	?:Besitzer
possessory	?:Besitz…
possest	?:Könnensein
possibilities	?:Möglichkeiten
possibility	?:Möglichkeit
possible	?:möglich
possibly	?:vielleicht
possum-trot	?:Dogtrot-Haus
possums	?:Beutelratten
post	?:nach…
post-analysis	?:Analyse
post-and-stall	?:Kammerpfeilerbruchbau
post-apoplectic	?:postapoplektisch
post-cleaning	?:Endreinigung
post-combustion	?:Nachverbrennung
post-dated	?:vorausdatiert
post-dating	?:vorausdatierend
post-dubbing	?:film, TV
post-editing	?:Nachbearbeitung
post-free	?:portofrei
post-haste	?:schnellstens
post-hole	?:Pfostenloch
post-industrial	?:nachindustriell
post-it	?:Haftnotiz
post-medieval	?:nachmittelalterlich
post-mortem	?:Analyse
post-op	?:nach einer/der Operation
post-pad	?:Sockelstein
post-paid	?:franko
post-pit	?:Pfostenstandspur
post-production	?:Nachbearbeitung
post-season	?:Nachsaison
post-stretching	?:Nachtransformation
post-transformation	?:Nachtransformation
post-treatment	?:Weiterverarbeitung
post-truth	?:postfaktisch
post-war	?:nach dem Krieg
postage	?:Porto
postal	?:Post…
postally	?:postalisch
postamble	?:Endkennung
postanaesthetic	?:nach der Narkose
postanal	?:hinter dem After
postanesthetic	?:nach der Narkose
postauditory	?:postauditiv
postbag	?:Postsack
postbox	?:Briefkasten
postboxes	?:Briefkästen
postbulbar	?:hinter dem verlängerten Rückenmark
postbus	?:Postauto
postbusses	?:Postautos
postcapillary	?:postkapillär
postcard	?:Postkarte
postcards	?:Postkarten
postcentral	?:postzentral
postcibal	?:nach den Mahlzeiten
postclavicular	?:hinter dem Schlüsselbein
postcode	?:Postleitzahl
postcoital	?:postkoital
postcolonial	?:nachkolonial
postcondition	?:Nachbedingung
postconditions	?:Nachbedingungen
postcondylar	?:postkondylär
postcordial	?:hinter dem Herzen
postcostal	?:hinter den Rippen
postcricoid	?:postkrikoidal
postcrystalline	?:postkristallin
postdoc	?:nach dem Studium
postdoctoral	?:nach dem Studium
poste-haste	?:umgehend
posted	?:gab auf
poster	?:Plakat
posterior	?:später
posteriors	?:Hinterteil
posterisation	?:Posterisation
posterity	?:Nachwelt
posterization	?:Posterisation
postern	?:Hintertor
posterns	?:Hintertore
posterosuperior	?:hinten und oben
posters	?:Plakate
postganglionic	?:postganglionär
postglacial	?:nacheiszeitlich
postgrad	?:Aufbau…
postgraduate	?:Aufbau…
posthaemorrhage	?:zweite Blutung
posthemorrhage	?:zweite Blutung
posthepatic	?:hinter der Leber
posthepatitic	?:posthepatitisch
postherpetic	?:postherpetisch
posthioplasty	?:Vorhautplastik
posthitis	?:Vorhautentzündung
postholith	?:Vorhautstein
posthumous	?:nach dem Tode
posthumously	?:nach dem Tod
postie	?:Postbote
postillion	?:Postillion
posting	?:Aufgabe
postings	?:Aushänge
postlude	?:Nachspiel
postmammary	?:unter der Brust
postman	?:Postbote
postmark	?:Poststempel
postmarks	?:Poststempel
postmaster	?:Postmeister
postmen	?:Zusteller
postmenopausal	?:postmenopausal
postmenstrual	?:nach der Regelblutung
postmistress	?:Postmeisterin
postmodern	?:postmodern
postmodernism	?:Postmoderne
postmodernist	?:postmodern
postmortem	?:nach dem Tod
postnasal	?:postnasal
postnatal	?:nach der Geburt
postocular	?:hinter dem Auge
postoesophageal	?:hinter der Speiseröhre
postolivary	?:postolivär
postoperative	?:nach einer/der Operation
postoperatively	?:nach einer/der Operation
postoral	?:hinter dem Mund
postorbital	?:retro-orbital
postorogenic	?:postorogen
postpaid	?:franko
postpalatine	?:hinter dem Gaumen
postpartum	?:nach der Geburt
postparturient	?:nach der Geburt
postpharyngeal	?:hinter dem Rachen
postponable	?:verschiebbar
postpone	?:verschieben
postponed	?:stellte zurück
postponement	?:Verlegung
postpones	?:stellt zurück
postponing	?:verschiebend
postpositive	?:nachgestellt
postprandial	?:nach der Mahlzeit
postpress	?:Weiterverarbeitung
postprocessing	?:Nachbearbeitung
postprostatic	?:retroprostatisch
postpyramidal	?:postpyramidal
postrenal	?:postrenal
postrhinal	?:retronasal
posts	?:gibt auf
postsacral	?:postsakral
postscapular	?:retroskapular
postscript	?:Nachtrag
postsedimentary	?:postsedimentär
postsplenic	?:hinter der Milz
poststenotic	?:poststenotisch
poststructuralism	?:Poststrukturalismus
postsynaptic	?:postsynaptisch
postsynchronize	?:nachsynchronisieren
postsynchronized	?:nachvertont
postsynchronizing	?:nachvertonend
posttectonic	?:posttektonisch
posttranscriptional	?:posttranskriptionell
posttraumatic	?:posttraumatisch
postulate	?:fordern
postulated	?:behauptet
postulates	?:mathematische Forderungen
postulating	?:fordernd
postulation	?:Forderung
postural	?:postural
posture	?:Lage
postured	?:stellte zurecht
postures	?:stellt zurecht
posturing	?:zurechtstellend
postuterine	?:hinter der Gebärmutter
postvesical	?:retrovesikal
postvolcanic	?:postvulkanisch
postwoman	?:Postbote
postwomen	?:Briefträgerinnen
posy	?:Motto
pot	?:Preis
pot-boiler	?:Kochstein
pot-hunter	?:Raubgräber
potable	?:trinkbar
potables	?:Getränke
potage	?:Suppe
potamodromous	?:potamodrom
potash	?:Pottasche
potassic	?:Kali…
potassium	?:Kalium
potation	?:Getränk
potato	?:Kartoffel
potatoes	?:Kartoffeln
potbellied	?:dickbäuchig
potbellies	?:Dickbäuche
potbelly	?:Dickbauch
potboiler	?:minderwertiges Kunstwerk
poteen	?:schwarzgebrannter Kartoffelschnaps
potency	?:Wirkung
potent	?:stark
potentate	?:Herrscher
potentates	?:Herrscher
potential	?:möglich
potential-free	?:potenzialfrei
potentialisation	?:Potenzierung
potentialization	?:Potenzierung
potentially	?:möglicherweise
potentials	?:Potenziale
potentiate	?:verstärken
potentiated	?:verstärkt
potentiating	?:verstärkend
potentiation	?:Verstärkung
potentiometer	?:Potentiometer
potentiometers	?:Potentiometer
potentiometric	?:potentiometrisch
potently	?:stark
potful	?:topfvoll
pothead	?:Kiffer
potheen	?:schwarzgebrannter Kartoffelschnaps
pother	?:Aufregung
pothers	?:Aufregungen
potholder	?:Topflappen
potholders	?:Topflappen
pothole	?:Loch
potholed	?:voller Schlaglöcher
potholer	?:Höhlenforscher
potholers	?:Höhlenforscher
potholes	?:Schlaglöcher
potholing	?:Höhlenforschung
pothook	?:Kesselhaken
pothooks	?:Kesselhaken
pothunter	?:Aasjäger
potion	?:Zaubertrank
potions	?:Zaubertränke
potlach	?:Potlatch
potlatch	?:Potlatch
potluck	?:Glückssache
potomania	?:Trunksucht
potoos	?:Tagschläfer
potpourri	?:Zusammenstellung
potpourries	?:Potpourries
pots	?:Töpfe
potsdam	?:Potsdam
potsherd	?:Scherbe
potsherds	?:Scherben
pottage	?:Gemüsesuppe
potted	?:kurz
potter	?:Töpfer
pottered	?:herumgepfuscht
potteries	?:Töpfereien
pottering	?:herumpfuschend
potters	?:Töpfer
pottery	?:Keramik
pottery-kiln	?:Keramik-Brennofen
potting	?:Verguss
potting-form	?:Vergussform
pottle	?:Becher
pottles	?:Obstschalen
potty	?:verrückt
potty-chair	?:Topf
potty-trained	?:trocken/sauber sein
pouch	?:Tasche
pouched	?:eingesteckt
pouches	?:Taschen
pouching	?:einsteckend
pouchy	?:sackartig
pouf	?:Warmer
pouffe	?:Sitzkissen
pouffes	?:Sitzkissen
poufy	?:aufgebauscht
poulard	?:Poularde
poulards	?:Poularden
poult	?:Stück Geflügel
poulterer	?:Geflügelhändler
poulterers	?:Geflügelhändler
poultice	?:Maske
poulticed	?:eine Packung gemacht
poultices	?:macht eine Packung
poulticing	?:eine Packung machend
poultry	?:Geflügel
pounce	?:Satz
pounced	?:angenommen
pouncing	?:zustimmend
pound	?:schlagen
poundage	?:Abgabe pro Pfund Sterling
pounded	?:geschlagen
pounder	?:6-Pfund Kanone
pounding	?:Stoßen
pounds	?:Pfund
pour	?:quellen
pourability	?:Rieselfähigkeit
pourable	?:rieselfähig
poured	?:gegossen
pourer	?:Metallgießer
pourers	?:Metallgießer
pouring	?:Es schüttet.
pout	?:schmollen
pouted	?:geschmollt
pouter	?:Kropftaube
pouters	?:Kropftauben
pouting	?:schmollend
pouts	?:schmollt
pouty	?:verstimmt
poverty	?:Armut
poverty-stricken	?:mit Armut geschlagen
pow-wow	?:Zusammenkunft nordamerikanischer Indianer
powder	?:Staub
powder-keg	?:Pulverfass
powdered	?:gemahlen
powdering	?:Abmehlen
powders	?:bestreut
powdery	?:pulverig
power	?:Macht
power-conserving	?:stromsparend
power-driven	?:Motor…
power-failure-proof	?:netzausfallsicher
power-off	?:Lastwechsel
power-on	?:Anschaltung
power-operated	?:Motor…
power-operation	?:Kraftbetätigung
power-risers	?:Sprungstelzen
power-saving	?:energieeffizient
power-split	?:leistungsverzweigt
powerboat	?:Rennboot
powerboats	?:Rennboote
powerbroker	?:jemand, der die politischen Fäden zieht
powerbrokers	?:Machtfaktoren
powered	?:betrieben
powerful	?:Macht…
powerfully	?:eindrucksvoll
powerfulness	?:Stärke
powerhead	?:Leistungsmesskopf
powerheads	?:Leistungsmessköpfe
powerhouse	?:Werk
powerhouses	?:Werke
powering	?:antreibend
powerless	?:machtlos
powerlessly	?:machtlos
powerlessness	?:Ohnmacht
powerlifter	?:Kraftdreikämpfer
powerlifters	?:Kraftdreikämpfer
powerlifting	?:Kraftdreikampf
powers	?:treibt an
powertrain	?:Antriebsstrang
powwow	?:Kriegsrat
pox	?:Pocken
poznań	?:Posen
pozzolan	?:Puzzolan
pozzolana	?:Puzzolan
pozzolanicity	?:Puzzolanität
practicability	?:Realisierbarkeit
practicable	?:möglich
practicableness	?:Sachlichkeiten
practicably	?:realistischerweise
practical	?:erfahren
practicalities	?:…wirklichkeit
practicality	?:praktischer Nutzen
practically	?:praktisch
practicalness	?:Anwendbarkeit
practicals	?:Effektlichtquellen
practice	?:Praxis
practice-oriented	?:praxisorientiert
practiced	?:betrieben
practices	?:trainiert
practicing	?:ausübend
practicum	?:Berufspraktikum
practise	?:betreiben
practised	?:betrieben
practises	?:trainiert
practising	?:Sie üben für die Meisterschaft.
practitioner	?:Praktiker
practitioners	?:Praktiker
praecipuum	?:Arrangierungsprovision
praedichnia	?:Jagdspuren
praetorial	?:prätorianisch
praetorian	?:käuflich
praevia	?:voraus gelegen
pragmatic	?:vernünftig
pragmatical	?:vernünftig
pragmatically	?:pragmatisch
pragmatics	?:Pragmatik
pragmatism	?:Pragmatismus
pragmatist	?:Pragmatiker
pragmatists	?:Pragmatiker
prague	?:Prag
praia	?:Praia
prairie	?:Prärie
praise	?:Anerkennung
praised	?:gelobt
praiseful	?:lobend
praiser	?:Preisende
praiseworthily	?:lobenswerterweise
praiseworthiness	?:Löblichkeit
praiseworthy	?:lobenswert
praising	?:lobend
praisingly	?:lobend
prakrit	?:Prakrit
praline	?:Krokant
pram	?:Kinderwagen
prams	?:Kinderwagen
prance	?:tänzeln
pranced	?:geprotzt
prancing	?:protzend
prancingly	?:paradierend
prang	?:Unfall
pranged	?:bombardiert
pranging	?:bombardierend
prank	?:Streich
prankster	?:Witzbold
pranksters	?:Spaßvögel
prase	?:Prasem
praseodymium	?:Praseodym
prasinite	?:Prasinit
prasopal	?:Prasopal
prat	?:Tor
prate	?:plaudern
prated	?:geplaudert
prater	?:dummer Schwätzer
praters	?:dumme Schwätzer
prates	?:plaudert
pratfall	?:Fall auf den Hintern
pratfalls	?:Reinfälle
prating	?:Gerede
prats	?:Tore
prattle	?:Gerede
prattled	?:gelabert
prattler	?:dummer Schwätzer
prattlers	?:dumme Schwätzer
prattles	?:labert
prattling	?:Gelaber
pravity	?:Verderbtheit
prawn	?:große Krabbe
prawns	?:Garnelen
praxeology	?:Praxeologie
pray	?:bitten
prayed	?:gebeten
prayer	?:Gebet
prayerful	?:andächtig
prayerfully	?:andächtig
prayers	?:Gebete
praying	?:betend
prays	?:betet
pre	?:vor…
pre-amplifier	?:Vorstufe
pre-archaean	?:Hadaikum
pre-archean	?:Hadaikum
pre-arrangement	?:Vorvereinbarung
pre-assembled	?:vormontiert
pre-assembling	?:vormontierend
pre-border	?:der Grenze vorgelagert
pre-calculation	?:Vorkalkulation
pre-christian	?:vorchristlich
pre-christmas	?:vorweihnachtlich
pre-colonial	?:vorkolonial
pre-conclave	?:Vorkonklave
pre-contract	?:Vorvertrag
pre-cum	?:Präejakulat
pre-design	?:Vorauslegung
pre-development	?:Vorentwicklung
pre-eclampsia	?:EPH-Syndrom
pre-ejaculate	?:Präejakulat
pre-eminence	?:Überlegenheit
pre-eminent	?:hervorragend
pre-empt	?:ausgeschlossen
